"FIPS","AllRace_Total","AllRace_50-","AllRace_50-65","AllRace_65+","AllRace_Male","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_50-","W_50-65","W_65+","W_Male","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_50-","B_50-65","B_65+","B_Male","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_50-","I_50-65","I_65+","I_Male","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_50-","A_50-65","A_65+","A_Male","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_50-","H_50-65","H_65+","H_Male","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_50-","O_50-65","O_65+","O_Male","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female","O_Female_50-","O_Female_50-65","O_Female_65+","state"
"13129",321,39,106,177,163,16,53,94,159,23,53,83,296,33,97,166,150,15,46,88,146,19,50,78,11,,,6,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,4,4,6,,,,6,,,,,,,,,,,,,,,,"13"
"13131",141,13,47,81,74,6,21,47,66,8,25,34,92,8,27,58,49,4,11,34,43,4,15,24,45,4,19,22,23,,,12,22,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13133",159,9,45,105,87,,,62,71,6,22,43,120,5,29,86,67,,,50,53,,,36,35,3,15,17,19,,,10,17,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13135",3834,657,1349,1827,1937,237,696,1004,1897,420,653,824,2182,248,712,1222,1140,93,371,676,1042,155,342,546,873,200,368,305,427,71,199,157,447,129,169,148,6,,,,,,,,3,,,,377,71,134,172,188,24,60,104,189,47,74,68,374,132,124,118,165,47,57,61,209,85,66,58,22,,,,,,,,7,,,,"13"
"13137",305,36,85,184,159,12,43,104,146,24,42,80,283,27,78,178,150,10,39,101,133,18,38,77,8,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,3,,3,,,,7,4,1,,,,,,,,,,,,,,"13"
"13139",1140,144,343,653,600,50,184,366,540,94,159,287,951,90,276,585,515,32,149,333,436,58,127,251,74,8,33,33,39,3,20,16,35,5,13,17,,,,,,,,,,,,,12,3,4,5,6,,,,6,,,,102,42,29,31,39,13,12,14,62,29,17,16,,,,,,,,,,,,,"13"
"13141",57,3,19,35,30,,,20,27,,,15,21,,,14,12,,,9,9,,,6,34,,,20,18,,,11,17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13143",183,25,56,101,97,11,31,56,85,14,26,46,172,23,53,96,92,10,29,53,80,13,24,44,8,,,4,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13145",211,23,63,124,112,9,33,70,98,14,30,54,166,19,48,100,90,8,25,57,76,11,22,43,38,4,13,21,19,,,11,19,,,10,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13147",168,17,51,100,82,5,25,52,86,12,26,47,139,13,39,86,65,3,18,44,74,10,22,42,25,,,12,15,,,7,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13149",76,9,25,42,40,3,12,25,35,6,13,17,67,8,22,37,36,,,23,31,5,12,14,7,,,4,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13151",1135,175,398,561,570,63,205,302,564,113,192,259,631,73,204,354,326,29,106,191,305,45,97,163,428,81,171,176,207,27,88,93,220,54,83,83,,,,,,,,,,,,,24,6,7,11,12,,,6,12,,,5,44,13,14,17,20,4,6,9,24,9,7,8,,,,,,,,,,,,,"13"
"13153",779,108,253,418,402,35,131,236,378,73,122,183,539,66,166,307,281,21,86,174,259,45,80,133,196,31,73,92,102,10,40,52,94,22,32,40,,,,,,,,,,,,,13,,,7,5,,,,8,,,5,26,7,9,11,12,3,3,6,14,4,6,4,,,,,,,,,,,,,"13"
"13155",52,5,16,31,28,,,18,24,3,8,12,38,,,24,20,,,15,18,,,9,12,,,6,8,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13157",395,59,126,209,206,26,69,111,189,33,57,98,354,52,111,191,183,23,60,100,171,29,50,91,22,,,12,14,,,7,9,,,5,,,,,,,,,,,,,5,,,,,,,,,,,,13,,,4,7,,,,6,,,,,,,,,,,,,,,,"13"
"13159",102,9,32,61,56,3,17,36,45,5,16,25,82,7,25,50,46,,,31,36,4,13,19,17,,,9,9,,,5,8,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13161",72,8,22,43,39,,,25,34,5,11,17,60,5,18,37,32,,,21,28,3,9,16,10,,,6,6,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13163",105,8,34,63,58,,,35,47,5,14,28,55,4,18,33,31,,,19,24,,,14,49,4,15,30,26,,,16,22,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13165",43,4,14,25,22,,,13,21,,,13,29,,,19,15,,,11,14,,,8,13,,,6,6,,,,7,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13167",56,5,20,31,31,,,17,25,,,15,39,3,12,24,21,,,13,18,,,11,17,,,8,10,,,4,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13169",188,24,55,109,101,7,33,61,87,17,22,47,142,18,40,84,78,6,24,48,64,12,16,36,43,5,15,23,23,,,13,20,4,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13171",121,12,41,68,69,4,26,39,53,8,16,29,88,9,28,51,50,,,30,38,6,11,22,30,,,15,18,,,9,13,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13173",57,8,18,31,32,3,11,18,25,5,6,13,45,6,13,25,26,,,15,19,4,4,11,10,,,4,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13175",268,32,85,151,146,14,46,86,122,19,38,65,177,21,49,108,96,9,27,60,82,12,22,48,85,11,33,41,48,4,19,25,38,6,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13177",179,25,62,93,98,10,36,53,81,15,26,40,142,18,47,77,75,7,26,42,67,11,21,34,32,5,12,15,21,,,10,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13179",231,31,84,116,115,11,39,66,115,20,45,50,120,13,41,66,58,5,16,37,62,8,25,29,91,14,36,41,50,5,20,25,41,10,15,16,,,,,,,,,,,,,4,,,,,,,,,,,,14,,,5,5,,,,8,,,3,,,,,,,,,,,,,"13"
"13181",62,4,19,39,35,,,22,27,,,17,45,,,30,25,,,17,20,,,13,16,,,8,9,,,5,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13183",59,11,21,28,31,4,10,16,29,7,10,12,39,7,13,20,20,,,11,20,4,7,8,17,3,7,7,9,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13185",518,70,170,278,271,26,94,151,248,44,76,127,336,43,104,189,179,16,56,107,158,27,48,82,161,21,59,81,81,8,34,39,81,13,26,42,,,,,,,,,,,,,5,,,,,,,,,,,,13,5,4,5,7,,,,6,,,,,,,,,,,,,,,,"13"
"13187",206,19,68,119,115,7,37,72,91,13,30,48,202,19,66,117,113,6,37,70,89,13,29,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13189",156,17,49,90,90,8,31,51,66,9,18,39,101,11,29,61,57,6,17,34,44,6,11,26,52,5,19,28,30,,,16,22,,,12,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13191",93,6,28,59,53,,,36,41,4,14,23,67,3,20,44,38,,,27,29,,,17,25,,,15,14,,,9,11,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13193",73,8,25,40,37,,,21,37,5,12,20,30,,,18,15,,,9,14,,,9,42,6,14,22,21,,,12,22,4,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13195",195,21,68,106,102,8,37,57,93,13,31,49,171,16,60,95,89,6,32,51,82,10,28,43,17,,,8,9,,,4,8,,,4,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13197",48,4,17,27,25,,,14,23,,,13,32,,,19,17,,,11,14,,,8,16,,,8,7,,,,8,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13199",142,12,42,88,76,3,21,52,66,9,21,36,91,8,25,58,47,,,33,44,6,12,26,49,4,16,28,27,,,18,21,3,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13201",38,4,12,22,20,,,12,17,,,10,29,,,19,16,,,10,13,,,9,8,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13205",137,14,47,77,71,7,25,39,66,7,22,38,81,7,26,49,45,4,14,27,36,3,12,21,55,6,21,27,25,,,12,30,3,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13207",177,20,54,103,97,6,31,60,80,13,24,43,135,15,42,79,71,5,21,45,64,11,20,33,39,4,12,22,23,,,14,15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13209",46,5,13,28,28,,,16,18,,,11,32,,,21,20,,,12,12,,,8,12,,,7,7,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13211",131,12,43,76,71,6,25,40,60,6,18,36,103,10,31,62,56,5,17,34,47,5,14,29,25,,,11,13,,,5,12,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13213",224,29,75,120,117,10,40,67,107,19,35,53,214,26,71,117,112,9,38,65,102,17,33,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,3,,,,4,,,,,,,,,,,,,,,,"13"
"13215",1043,124,365,553,525,44,196,285,518,80,170,268,523,51,161,311,265,21,86,158,257,30,74,153,467,60,188,219,239,19,103,117,228,41,85,102,,,,,,,,,,,,,18,4,5,8,5,,,,13,,,6,31,8,10,13,13,,,7,18,6,6,6,,,,,,,,,,,,,"13"
"13217",596,82,194,320,304,31,101,171,292,50,93,149,359,39,108,212,184,16,54,115,175,23,54,98,216,36,80,100,108,13,43,52,108,24,36,47,,,,,,,,,,,,,5,,,,4,,,,,,,,14,4,5,6,7,,,,8,,,4,,,,,,,,,,,,,"13"
"13219",198,26,62,110,103,9,33,62,95,18,28,49,178,23,54,100,92,7,29,56,85,16,25,44,12,,,7,5,,,,7,,,4,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13221",103,13,32,59,53,4,17,32,50,9,15,27,83,10,26,48,42,,,26,41,7,13,22,18,,,10,10,,,5,8,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13223",782,128,273,381,389,43,148,199,393,85,125,183,620,91,206,324,316,33,113,170,304,58,92,154,127,30,52,45,59,9,28,22,68,21,24,23,,,,,,,,,,,,,4,,,,,,,,,,,,29,6,12,11,12,,,6,17,5,7,5,,,,,,,,,,,,,"13"
"13225",150,17,48,86,81,6,25,50,70,10,24,36,89,10,26,52,47,3,14,30,41,6,13,22,56,6,20,31,31,,,18,25,4,9,12,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13227",277,23,78,177,151,11,38,102,126,12,39,75,272,22,76,174,149,11,38,101,123,11,39,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13229",117,14,34,69,60,4,19,38,57,10,16,31,106,13,32,61,56,4,18,34,51,9,14,28,9,,,7,4,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13231",118,13,41,64,62,6,20,36,57,7,21,29,103,11,35,56,54,5,17,32,49,7,18,24,12,,,6,6,,,,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13233",253,24,84,145,134,8,44,82,119,16,40,63,218,19,70,129,116,6,37,72,102,13,33,57,28,3,12,14,16,,,9,12,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,4,,,,,,,,,,,,,,,,"13"
"13235",65,7,18,39,35,,,24,30,4,10,16,46,5,10,31,26,,,19,20,,,12,17,,,8,8,,,4,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13237",163,13,47,103,94,5,26,62,69,8,20,41,126,8,31,87,73,3,17,53,53,5,14,34,31,4,13,14,19,,,9,12,,,6,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13239",20,,,14,12,,,9,8,,,5,14,,,11,8,,,7,6,,,3,6,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13241",130,9,34,87,77,3,19,55,53,6,15,33,125,8,32,85,74,,,53,52,5,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13243",45,3,16,27,24,,,15,21,,,11,19,,,13,11,,,8,8,,,5,25,,,13,13,,,7,13,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13245",1082,129,388,565,575,54,214,307,507,76,173,259,499,47,165,287,263,20,88,155,236,27,77,133,543,75,209,259,295,31,119,144,249,44,90,115,,,,,,,,,,,,,14,,,8,4,,,,10,,,6,22,5,8,9,11,,,4,11,,,4,,,,,,,,,,,,,"13"
"13247",483,55,165,263,256,19,85,152,227,36,80,111,254,15,76,163,136,7,37,92,117,8,39,71,205,35,81,89,106,11,42,54,98,24,39,36,,,,,,,,,,,,,6,,,4,3,,,,,,,,18,5,6,7,9,,,4,9,,,3,,,,,,,,,,,,,"13"
"13249",24,,,13,15,,,9,9,,,5,16,,,10,11,,,6,6,,,3,6,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13251",92,8,31,53,51,,,31,41,6,13,22,53,5,14,34,31,,,22,22,3,7,12,38,3,16,19,19,,,9,19,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13253",52,5,14,32,26,,,17,25,,,15,36,,,24,19,,,14,18,,,11,14,,,7,7,,,3,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13255",431,41,136,254,229,16,72,141,202,25,64,113,305,23,89,194,163,8,49,106,142,14,41,87,109,15,41,52,58,7,21,30,51,8,21,22,,,,,,,,,,,,,4,,,,,,,,,,,,12,,,6,4,,,,8,,,,,,,,,,,,,,,,"13"
"13257",180,16,56,107,94,7,30,57,85,9,26,50,159,14,49,96,83,6,26,51,76,9,23,45,18,,,11,10,,,6,8,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13259",27,,,14,17,,,9,10,,,5,11,,,6,6,,,3,5,,,,16,,,8,11,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13261",194,17,64,113,106,7,36,64,87,11,27,49,101,6,29,66,55,3,15,37,46,,,29,88,10,35,43,49,3,21,25,39,7,14,19,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13263",47,3,16,28,28,,,17,20,,,11,22,,,15,14,,,9,8,,,6,24,,,13,13,,,8,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13265",13,,,7,8,,,5,5,,,,4,,,4,,,,,,,,,7,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13267",119,14,44,61,71,6,27,38,48,9,16,23,88,9,32,47,52,3,19,30,36,6,13,17,26,,,13,16,,,7,10,,,6,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13269",48,5,15,28,27,,,16,21,,,11,26,,,17,15,,,10,12,,,7,20,,,10,11,,,6,9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13271",69,8,21,40,40,4,14,22,29,4,8,17,44,5,11,27,24,,,16,19,,,11,23,,,13,13,,,6,10,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13273",67,5,25,37,35,,,19,32,,,18,29,,,19,15,,,10,15,,,9,38,,,18,21,,,9,17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13275",284,33,90,161,148,12,46,90,137,22,43,72,183,19,52,112,96,7,27,62,87,12,25,50,97,13,36,48,50,4,19,27,46,9,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13277",236,30,76,129,121,10,41,70,114,20,35,59,156,15,45,96,81,5,24,52,75,10,21,44,66,11,27,28,34,4,14,15,32,8,12,12,,,,,,,,,,,,,,,,,,,,,,,,,10,4,3,,5,,,,5,,,,,,,,,,,,,,,,"13"
"13279",155,16,50,89,81,5,27,49,74,11,24,40,115,10,35,69,61,4,18,39,54,7,16,31,36,5,13,17,18,,,9,18,4,6,8,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13281",126,5,28,94,73,,,58,54,4,14,35,123,5,27,91,71,,,57,52,4,14,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13283",38,5,12,21,20,,,12,18,,,9,29,,,16,15,,,9,13,,,7,9,,,5,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13285",382,42,124,216,193,15,64,113,189,27,59,102,269,26,80,163,135,10,40,85,134,16,39,79,103,14,39,50,53,4,22,27,50,9,19,23,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13287",57,6,19,32,29,,,17,29,4,10,15,35,,,23,18,,,12,17,,,10,21,,,9,10,,,5,11,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13289",65,8,23,34,39,4,14,21,26,5,8,13,39,5,13,21,21,,,12,18,,,10,25,,,13,17,,,9,9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13291",223,9,49,164,130,4,27,99,92,6,21,65,217,9,47,161,127,4,26,97,90,5,21,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13293",172,14,55,103,94,5,30,59,78,9,26,44,128,11,37,80,68,4,19,45,60,7,18,35,41,,,21,24,,,13,17,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13295",379,42,127,210,196,14,71,111,183,28,57,99,360,40,117,203,185,13,64,107,176,27,53,96,10,,,4,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13297",560,71,181,307,292,26,99,168,268,45,83,140,467,58,147,262,247,22,79,146,219,37,67,115,78,11,30,38,38,3,18,17,40,7,13,21,,,,,,,,,,,,,,,,,,,,,,,,,10,,,5,5,,,,5,,,,,,,,,,,,,,,,"13"
"13299",209,18,71,120,104,7,37,60,105,11,34,60,158,13,52,93,81,5,27,49,77,8,25,44,47,4,18,25,21,,,10,26,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13301",43,3,15,26,21,,,12,22,,,14,17,,,11,8,,,5,9,,,6,25,,,14,13,,,7,12,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13303",128,12,45,70,68,5,24,39,60,7,21,31,68,7,20,41,38,,,23,31,4,9,18,58,4,25,29,30,,,16,28,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13305",186,20,54,112,96,7,28,61,90,13,25,52,151,16,40,95,77,6,21,51,73,10,19,44,30,,,15,16,,,8,14,,,7,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13307",19,,,11,9,,,6,10,,,5,10,,,7,4,,,,6,,,4,9,,,4,5,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13309",29,,,18,18,,,12,12,,,6,23,,,15,13,,,9,10,,,6,7,,,4,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13311",220,19,65,136,120,7,32,80,101,12,33,56,217,18,65,135,118,7,32,80,99,12,32,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13313",512,61,156,294,266,24,84,158,245,37,72,136,430,37,131,262,227,16,70,141,204,21,61,122,20,,,10,12,,,6,8,,,4,,,,,,,,,,,,,4,,,,,,,,,,,,52,19,15,18,24,6,8,10,28,13,7,8,,,,,,,,,,,,,"13"
"13315",47,4,16,26,29,,,16,18,,,10,34,,,21,20,,,13,14,,,8,12,,,5,8,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13317",73,5,21,46,39,,,25,34,4,8,22,44,,,31,24,,,16,20,,,14,28,,,16,15,,,9,13,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13319",61,6,19,37,33,,,22,28,4,9,15,43,4,12,27,23,,,16,20,,,11,18,,,10,10,,,6,8,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"13321",137,16,42,79,77,7,25,45,61,9,17,34,102,11,30,61,57,5,17,35,45,6,13,26,34,5,12,17,19,,,9,15,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13"
"15001",1148,110,339,699,618,41,168,409,530,69,171,290,526,31,143,353,314,14,77,223,212,17,65,130,9,,,6,6,,,5,,,,,12,,,6,5,,,,7,,,3,500,60,156,283,235,20,69,146,264,40,87,137,77,11,25,41,43,4,14,25,34,7,11,16,24,,,10,15,,,,,,,,"15"
"15003",5165,653,1441,3071,2605,222,697,1686,2559,431,743,1385,1176,129,323,724,723,62,199,462,453,67,124,261,68,15,28,25,44,7,19,19,23,8,9,6,16,,,9,10,,,6,7,,,3,3600,445,989,2166,1697,131,435,1131,1904,314,554,1036,261,49,81,131,111,16,36,59,150,33,45,72,44,,,16,20,,,9,22,,,7,"15"
"15005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15"
"15007",375,40,108,227,200,12,56,132,175,28,52,95,174,15,48,111,102,5,26,71,71,11,21,40,,,,,,,,,,,,,,,,,,,,,,,,,170,21,50,99,82,6,24,53,88,14,27,47,22,,,13,10,,,6,12,,,8,,,,,,,,,,,,,"15"
"15009",896,112,277,506,464,42,137,285,432,70,140,222,393,34,125,234,227,17,66,144,166,18,58,90,6,,,,3,,,,,,,,7,,,,4,,,,3,,,,408,60,118,230,190,18,54,118,218,41,65,112,53,10,19,24,22,,,9,31,7,10,14,29,,,,18,,,,,,,,"15"
"16001",2394,313,700,1381,1240,123,362,755,1154,190,338,626,2233,273,644,1317,1163,109,335,719,1070,164,309,597,14,4,5,5,10,,,4,4,,,,12,,,4,6,,,,6,,,,39,10,13,16,16,,,8,23,7,8,8,82,22,27,33,36,6,12,17,47,15,16,16,14,,,6,9,,,,4,,,,"16"
"16003",33,,,22,20,,,15,13,,,7,32,,,22,19,,,15,12,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16"
"16005",377,50,109,218,193,19,56,118,184,30,54,100,337,41,96,199,174,16,50,108,162,24,47,91,,,,,,,,,,,,,10,,,5,4,,,,6,,,,4,,,,,,,,,,,,21,6,6,8,10,,,5,11,4,4,3,,,,,,,,,,,,,"16"
"16007",34,4,6,24,20,,,15,14,,,9,31,3,5,23,18,,,15,12,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16"
"16009",58,4,16,39,35,,,24,24,,,15,54,3,14,37,31,,,22,23,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16"
"16011",212,32,60,120,114,11,33,71,97,21,28,49,179,24,48,107,99,8,26,65,80,16,23,42,,,,,,,,,,,,,12,,,6,6,,,,7,,,3,3,,,,,,,,,,,,16,5,6,5,7,,,,9,,,3,,,,,,,,,,,,,"16"
"16013",139,14,42,83,75,5,22,49,63,9,20,34,128,11,37,80,70,4,19,47,58,7,18,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,5,,,,4,,,,,,,,,,,,,,,,"16"
"16015",56,5,16,35,34,,,24,22,3,7,11,54,5,15,34,33,,,23,21,3,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16"
